surveywave,id_state,id_school,id_teacher,treatment,strata,weight_teacher,fpc_school,ti03,ti08,ti08_oth,ti09,ti10,ti11,ti12_01,ti12_02,ti12_03,ti12_04,ti12_05,ti12_06,ti12_07,ti12_08,ti12_09,ti12_10,ti12_11,ti12_othqual,ti12_oth,ti12_dkr,ti13,ti14,ti15,ti16_01,ti16_02,ti16_03,ti16_04,ti16_05,ti16_06,ti16_07,ti16_08,ti16_09,ti16_10,ti16_11,ti16_othrea,ti16_oth,ti17,ti18_01,ti18_02,ti18_03,ti18_04,ti18_05,ti18_06,ti18_07,ti18_08,ti18_09,ti18_10,ti18_11,ti18_othrea,ti18_oth,ti19,ti20a_01_month,ti20a_02_month,ti20a_03_month,ti20a_01_year,ti20a_02_year,ti20a_03_year,ti20b_01_01,ti20b_01_02,ti20b_01_03,ti20b_01_04,ti20b_01_othtop,ti20b_01_oth,ti20b_01_dkr,ti20b_02_01,ti20b_02_02,ti20b_02_03,ti20b_02_04,ti20b_02_othtop,ti20b_02_oth,ti20b_02_dkr,ti20b_03_01,ti20b_03_02,ti20b_03_03,ti20b_03_04,ti20b_03_othtop,ti20b_03_oth,ti20b_03_dkr,ti20c_01_01,ti20c_01_02,ti20c_01_03,ti20c_01_05,ti20c_01_06,ti20c_01_07,ti20c_01_08,ti20c_01_09,ti20c_01_10,ti20c_01_11,ti20c_01_12,ti20c_01_othorg,ti20c_01_oth,ti20c_01_dkr,ti20c_02_01,ti20c_02_02,ti20c_02_03,ti20c_02_05,ti20c_02_06,ti20c_02_07,ti20c_02_08,ti20c_02_09,ti20c_02_10,ti20c_02_11,ti20c_02_12,ti20c_02_othorg,ti20c_02_oth,ti20c_02_dkr,ti20c_03_01,ti20c_03_02,ti20c_03_03,ti20c_03_05,ti20c_03_06,ti20c_03_07,ti20c_03_08,ti20c_03_09,ti20c_03_10,ti20c_03_11,ti20c_03_12,ti20c_03_othorg,ti20c_03_oth,ti20c_03_dkr,ti20d_01,ti20d_01_oth,ti20d_02,ti20d_02_oth,ti20d_03,ti20d_03_oth,ti20e_01,ti20e_02,ti20e_03,ti21,ti22,ti23,ti24,ti25_01,ti25_02,ti25_03,ti25_04,ti25_05,ti25_06,ti26_01,ti26_02,ti26_03,ti26_04,ti26_05,ti26_06,ti26_07,ti26_08,ti26_09,ti26_10,ti26_13,ti26_14,ti26_15,ti26_othsub,ti26_oth,ti27a,ti27b,ti27c,ti27d,ti27e,ti27f,ti27g,ti27h,ti27i,ti27j,ti27k,ti27l,ti27m,ti27n,ti27o,ti27p,ti27q,ti27r,ti27s,ti27t,ti27u,ti27v,ti27w,ti27x,ti27y,ti28,ti29,ti30_01,ti30_02,ti30_03,ti30_04,ti30_05,ti30_06,ti30_07,ti30_08,ti30_09,ti30_10,ti30_11,ti30_12,ti30_13,ti30_othuse,ti30_oth,n_tchabsenteeism_self
Round 1 Baseline,Zamfara,715,2,Treatment,321,3,.3333333333333333,Male,Teacher officially posted/employed in this school,,45,2013,1991,No,No,Yes,No,Yes,No,No,No,No,No,No,No,,No,39000,Always delayed,0,,,,,,,,,,,,,,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,3,Yes,Two or more,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Yes,"Yes, both audio and video",Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,,0
Round 1 Baseline,Zamfara,715,3,Treatment,321,3,.3333333333333333,Male,Teacher officially posted/employed in this school,,32,2014,2010,No,No,Yes,No,Yes,No,No,No,No,No,No,No,,No,Refusal,Always delayed,0,,,,,,,,,,,,,,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,3,No,,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Yes,"Yes, both audio and video",Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,,0
Round 1 Baseline,Zamfara,715,4,Treatment,321,3,.3333333333333333,Male,Teacher officially posted/employed in this school,,41,2005,1995,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,,No,Refusal,Always delayed,0,,,,,,,,,,,,,,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,,Yes,Don't know,,,2013,,,Yes,No,No,No,No,,No,,,,,,,,,,,,,,,No,No,No,Yes,No,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University or college staff,,,,,,5,,,Yes,2,Yes,Two or more,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Disagree,Agree,Disagree,Yes,"Yes, both audio and video",Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,,0
Round 1 Baseline,Zamfara,725,3,Control,330,4.5,.3333333333333333,Male,Teacher officially posted/employed in this school,,25,2013,2010,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,Don't know,Usually/Mostly delayed,0,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,Agree,Strongly agree,Disagree,Strongly disagree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Agree,Strongly agree,Disagree,Agree,Yes,"Yes, both audio and video",Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,,0
Round 1 Baseline,Zamfara,725,4,Control,330,4.5,.3333333333333333,Male,Teacher officially posted/employed in this school,,24,2010,2010,No,Yes,No,No,No,Yes,No,No,No,No,No,No,,No,11550,Usually/Mostly on time,2,No,No,No,No,Yes,No,No,No,No,No,No,No,,Yes,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,,Yes,November,January,,2012,2014,,Yes,Yes,No,No,No,,No,Yes,Yes,No,No,No,,No,,,,,,,,No,No,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,University or college staff,,University or college staff,,,,5,4,,Yes,2,No,,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,Refusal,Agree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Yes,"Yes, both audio and video",Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,,40
Round 1 Baseline,Zamfara,727,3,Control,330,4.5,.3333333333333333,Male,Teacher officially posted/employed in this school,,34,2013,2002,No,Yes,No,No,No,No,No,Yes,No,No,No,No,,No,Don't know,Usually/Mostly on time,0,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,went Abdul bureau pyrotechnic,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,3,Yes,Two or more,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Yes,"Yes, both audio and video",Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,,0
Round 1 Baseline,Zamfara,727,4,Control,330,4.5,.3333333333333333,Male,Teacher officially posted/employed in this school,,25,2010,2010,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,Refusal,Usually/Mostly on time,1,No,No,No,No,Yes,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,2,Yes,Two or more,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Agree,Strongly agree,Strongly disagree,Yes,"Yes, both audio and video",Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,,20
Round 1 Baseline,Zamfara,731,2,Control,330,4.5,.3333333333333333,Male,Teacher officially posted/employed in this school,,28,2010,2009,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,Don't know,Usually/Mostly delayed,1,No,No,No,No,No,No,No,No,No,No,No,Yes,want Coe Maru to collect his s,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,4,Yes,Two or more,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Disagree,Strongly agree,Disagree,Disagree,Strongly agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Yes,"Yes, both audio and video",Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,,20
Round 1 Baseline,Zamfara,731,4,Control,330,4.5,.3333333333333333,Male,Teacher officially posted/employed in this school,,32,2010,2010,No,No,Yes,No,No,No,No,No,No,No,No,No,,No,11900,Usually/Mostly delayed,0,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,2,Yes,Two or more,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,Agree,Agree,Strongly disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Strongly agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Yes,"Yes, audio",Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,,0
Round 1 Baseline,Zamfara,732,2,Control,330,3,.3333333333333333,Male,Teacher officially posted/employed in this school,,27,2010,2010,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,certificate  in  computer and certificate in accou,No,Don't know,Usually/Mostly delayed,1,No,No,No,No,Yes,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,4,Yes,Two or more,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Yes,"Yes, both audio and video",Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,,20
Round 1 Baseline,Zamfara,732,3,Control,330,3,.3333333333333333,Male,Teacher officially posted/employed in this school,,37,2010,2002,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,,No,Don't know,Usually/Mostly on time,1,No,No,No,No,Yes,No,No,No,No,No,No,No,,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,3,Yes,Two or more,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,,Agree,Agree,Disagree,Strongly disagree,Disagree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly agree,Disagree,Agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Disagree,Agree,Strongly agree,Disagree,Yes,"Yes, both audio and video",Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,,20
Round 1 Baseline,Zamfara,732,4,Control,330,3,.3333333333333333,Male,Teacher officially posted/employed in this school,,28,2010,2010,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,Don't know,Usually/Mostly delayed,0,,,,,,,,,,,,,,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,4,Yes,Two or more,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,physical  education,Agree,Strongly agree,Agree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Disagree,Agree,Agree,Disagree,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Agree,Disagree,Agree,Agree,Yes,"Yes, both audio and video",Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,,0
Round 1 Baseline,Zamfara,733,2,Treatment,331,3,.3333333333333333,Male,Teacher officially posted/employed in this school,,28,2013,2009,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,14955,Usually/Mostly on time,1,No,Yes,No,No,No,No,No,No,No,No,No,No,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,4,Yes,Two or more,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,Agree,Agree,Disagree,Disagree,Disagree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Yes,"Yes, both audio and video",Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,,20
Round 1 Baseline,Zamfara,733,3,Treatment,331,3,.3333333333333333,Male,Teacher officially posted/employed in this school,,34,2013,2003,No,No,Yes,No,Yes,No,No,No,No,No,No,No,,No,26000,Usually/Mostly delayed,0,,,,,,,,,,,,,,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,2,Yes,Two or more,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,Strongly agree,Strongly agree,Strongly disagree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Strongly agree,Disagree,Yes,"Yes, audio",Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,,0
Round 1 Baseline,Zamfara,733,4,Treatment,331,3,.3333333333333333,Male,Teacher officially posted/employed in this school,,52,2000,1982,No,No,Yes,No,Yes,No,No,No,No,No,No,No,,No,32000,Usually/Mostly delayed,0,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,February,May,,2013,2014,,Yes,Yes,No,No,No,,No,Yes,No,No,Yes,No,,No,,,,,,,,No,No,No,Yes,Yes,No,No,No,No,No,No,No,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,University or college staff,,University or college staff,,,,4,4,,Yes,2,Yes,Two or more,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,"Yes, both audio and video",Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,0
Round 1 Baseline,Zamfara,734,2,Treatment,331,3,.3333333333333333,Male,Teacher officially posted/employed in this school,,38,2010,2010,Yes,No,No,No,Yes,No,No,No,No,No,No,No,,No,11000,Usually/Mostly on time,0,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,2,Yes,Two or more,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Arabic Language,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Yes,"Yes, both audio and video",Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,,0
Round 1 Baseline,Zamfara,734,3,Treatment,331,3,.3333333333333333,Male,Teacher officially posted/employed in this school,,33,2010,2010,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,11200,Usually/Mostly on time,0,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,3,Yes,Two or more,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Yes,"Yes, both audio and video",Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,,0
Round 1 Baseline,Zamfara,737,2,Treatment,331,4.5,.3333333333333333,Male,Teacher officially posted/employed in this school,,26,2014,2010,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,11660,Usually/Mostly on time,2,No,No,No,No,No,No,No,No,No,No,No,Yes,Writing examination,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,lost his father,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,3,Yes,Two or more,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly disagree,Yes,"Yes, audio",Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,,40
Round 1 Baseline,Zamfara,737,3,Treatment,331,4.5,.3333333333333333,Male,Teacher officially posted/employed in this school,,45,2012,2010,No,No,No,No,No,No,No,No,No,No,No,Yes,Higher Islamic Studies,No,10350,Usually/Mostly on time,0,,,,,,,,,,,,,,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,4,No,,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Arabic Studies,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Disagree,Disagree,Strongly disagree,Yes,"Yes, both audio and video",Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,I record some verses of the ho,0
Round 1 Baseline,Zamfara,743,3,Treatment,331,4.5,.3333333333333333,Male,Teacher officially posted/employed in this school,,24,2010,2010,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,10000,Usually/Mostly on time,0,,,,,,,,,,,,,,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,,Yes,January,February,,2014,2013,,No,Yes,No,No,No,,No,No,Yes,No,No,No,,No,,,,,,,,No,No,No,Yes,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,Don't know/refusal,,Don't know/refusal,,,,5,10,,Yes,2,Yes,Two or more,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Strongly agree,Disagree,Disagree,Strongly agree,Disagree,Yes,"Yes, both audio and video",Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,,0
Round 1 Baseline,Zamfara,743,4,Treatment,331,4.5,.3333333333333333,Male,Teacher officially posted/employed in this school,,25,2013,2010,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,10000,Usually/Mostly on time,1,No,No,No,No,No,No,No,No,No,No,No,Yes,To receive his salary at Laura,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,,Yes,January,,,2014,,,No,Yes,No,No,No,,No,,,,,,,,,,,,,,,No,No,No,Yes,No,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know/refusal,,,,,,5,,,Yes,4,Yes,Two or more,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,,Agree,Strongly agree,Strongly disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Strongly agree,Disagree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Yes,"Yes, both audio and video",Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,,20
Round 1 Baseline,Zamfara,745,2,Treatment,341,2.75,.3636363636363637,Male,Teacher officially posted/employed in this school,,30,2014,2006,No,Yes,No,No,Yes,No,No,No,No,No,No,No,,No,Refusal,Usually/Mostly delayed,0,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,2,Yes,Two or more,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,Strongly agree,Strongly agree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Disagree,Agree,Disagree,Strongly agree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Disagree,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,,0
Round 1 Baseline,Zamfara,745,3,Treatment,341,2.75,.3636363636363637,Female,Teacher officially posted/employed in this school,,41,2000,2000,No,No,No,No,Yes,No,No,No,No,No,No,No,,No,Refusal,Usually/Mostly delayed,0,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Maternity leave,Yes,December,,,2013,,,No,No,Yes,No,No,,No,,,,,,,,,,,,,,,No,No,No,Yes,No,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other SUBEB staff,,,,,,10,,,Yes,3,Yes,Two or more,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,Agree,Agree,Disagree,Disagree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,0
Round 1 Baseline,Zamfara,745,4,Treatment,341,2.75,.3636363636363637,Male,Teacher officially posted/employed in this school,,32,2014,2003,No,No,No,No,Yes,No,No,No,No,No,No,No,,No,Refusal,Usually/Mostly delayed,0,,,,,,,,,,,,,,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,,Yes,November,,,2013,,,No,No,Yes,No,No,,No,,,,,,,,,,,,,,,No,No,No,Yes,No,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other SUBEB staff,,,,,,10,,,Yes,3,Yes,Two or more,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Agree,Disagree,Strongly agree,Disagree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Yes,"Yes, both audio and video",Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,,0
